Paper_No,Molecular_Markers,Paper_ID,ES_ID,Journal,Pub_Year,Pop_region,Year_sampled,Duration_sampling,IUCN_Category,Living_Type,Sampling_size,Aquatic_Family_Refined,Genus,Population_ID,Water_type,IUCN_Code,IUCN_value,IUCN_clade,clade2,Latitude,Latitude_Clade,Longitude,He,MDR,ISO,MTWQ,Elevation,slope,Evaporation,AMT,MTDQ,PWM,PDM,AMP,Channel,Discharge,anthrome_clade,iso_clade2,BOD,Fecal,TDS,TP,TNFux,WT,TN_nitrite1
P60_9,ISSR,Chen_et_al,9,Freshwater_Biology,2009,Eastern_Asia,2005,19,Common,Submerged,22,Potamogetonaceae,Potamogeton,Potamogeton_wrightii,Freshwater,14.1,1401,Arable Land,Artificial,31.531,North_temper,117.723,0.134,6.641666412,0.214940662,26.61666679,13,89.36560822,1.565000007,15.78750038,4.400000095,192,26,96.5,13528763.31,116.4965091,Croplands,clade20,1.157098752,438.5083536,397.4718599,654.8042603,42.9702034,16.04004339,1.197903156
P60_10,ISSR,Chen_et_al,10,Freshwater_Biology,2009,Eastern_Asia,2005,19,Common,Submerged,22,Potamogetonaceae,Potamogeton,Potamogeton_wrightii,Freshwater,14.1,1401,Arable Land,Artificial,31.381,North_temper,120.315,0.115,5.766666412,0.191583614,26.16666603,0,89.27978516,1.56749999,15.5583334,11.83333302,157,33,81.58333333,5498270.453,115.3740153,Croplands,clade0,30.46417955,10805.0448,4844.58379,687.2028198,42.98579788,16.3994718,1.498286843
P61_1,ISSR,Chen_et_al,11,Aquatic_Botany,2017,Eastern_Asia,2012,12,Common,Sub_Floating,24,Nymphaeaceae,Nymphaea,Nymphaea_tetragona,Freshwater,14.1,1401,Arable Land,Artificial,49.564,North_temper,127.89,0.145,12.14166641,0.214896755,19.61666679,112,89.6841507,0.681666663,0.712499917,-21.08333397,127,4,43.75,1743.459244,0.306039111,Rangelands,clade20,194.5087948,155905.0178,583.468869,659.3375244,7.641262054,7.673763673,0.510277331
P61_2,ISSR,Chen_et_al,12,Aquatic_Botany,2017,Eastern_Asia,2012,12,Common,Sub_Floating,24,Nymphaeaceae,Nymphaea,Nymphaea_tetragona,Freshwater,14.1,1401,Arable Land,Artificial,49.551,North_temper,127.944,0.127,12.15833282,0.214811535,19.68333244,112,88.9407196,0.681666663,0.720833421,-21.16666603,127,4,43.41666667,1049.141067,0.141424433,Rangelands,clade20,79.41894293,14854.68674,523.0065918,659.3375244,7.641262054,7.718952576,0.508476257
P61_3,ISSR,Chen_et_al,13,Aquatic_Botany,2017,Eastern_Asia,2012,12,Common,Sub_Floating,24,Nymphaeaceae,Nymphaea,Nymphaea_tetragona,Freshwater,1.4,104,Forest-Temperate,Forest,49.484,North_temper,128.684,0.144,12.64999962,0.214770794,20.03333282,104,89.49463654,0.684166667,0.450000107,-22.60000038,127,5,44.16666667,290230.667,14.93231054,Rangelands,clade20,234.5464301,22377.7657,14833.40263,589.7583008,5.575788021,7.728204492,0.4677504
P61_4,ISSR,Chen_et_al,14,Aquatic_Botany,2017,Eastern_Asia,2012,12,Common,Sub_Floating,24,Nymphaeaceae,Nymphaea,Nymphaea_tetragona,Freshwater,1.4,104,Forest-Temperate,Forest,49.204,North_temper,129.724,0.145,12.0583334,0.213044758,20.03333282,110,89.7460556,0.677499994,1.029166698,-20.73333359,127,5,45.91666667,30086480.25,4146.492961,Woodlands,clade20,0.144745382,14.99871292,133.6083221,739.1583862,7.321165562,7.184851694,0.56805706
P61_5,ISSR,Chen_et_al,15,Aquatic_Botany,2017,Eastern_Asia,2012,12,Common,Sub_Floating,24,Nymphaeaceae,Nymphaea,Nymphaea_tetragona,Freshwater,14.1,1401,Arable Land,Artificial,47.785,North_temper,132.824,0.183,11.50833321,0.212723351,19.93333244,48,88.14781189,0.742500008,1.712499976,-19.26666641,133,6,48.66666667,20757.17919,1.012269748,Croplands,clade20,147.251578,32084.68341,761.7732574,628.8981323,8.712989807,8.856446966,0.959152281
P61_6,ISSR,Chen_et_al,16,Aquatic_Botany,2017,Eastern_Asia,2012,12,Common,Sub_Floating,24,Nymphaeaceae,Nymphaea,Nymphaea_tetragona,Freshwater,2.2,202,Savanna-Moist,Savanna,47.902,North_temper,133.028,0.172,10.83333302,0.205566101,19.54999924,76,89.82576752,0.732500004,1.541666746,-18.93333244,137,7,50.41666667,8848.467634,0.267402407,Croplands,clade20,49.19282057,10174.61376,359.2911163,598.2989502,8.238164902,8.862052028,0.545906961
P61_7,ISSR,Chen_et_al,17,Aquatic_Botany,2017,Eastern_Asia,2012,12,Common,Sub_Floating,18,Nymphaeaceae,Nymphaea,Nymphaea_tetragona,Freshwater,14.1,1401,Arable Land,Artificial,48.131,North_temper,133.662,0.122,10.61666679,0.198442364,19.88333321,44,89.77213287,0.733333336,1.616666675,-19.20000076,142,7,53.41666667,45587.53639,0.741081919,Croplands,clade0,45.82416243,7871.606373,449.9735357,1148.933838,6.537763119,7.785262199,0.477132827
P61_8,ISSR,Chen_et_al,18,Aquatic_Botany,2017,Eastern_Asia,2012,12,Common,Sub_Floating,23,Nymphaeaceae,Nymphaea,Nymphaea_tetragona,Freshwater,4.4,404,Grassland-Temperate,Grassland,48.194,North_temper,134.283,0.172,10.74166679,0.198919754,18.21666718,38,89.29376984,0.732500009,1.679166555,-19.36666679,147,9,55.83333333,431157.254,16.36361271,Rangelands,clade0,6.277329654,3366.806529,214.4019267,1074.480469,10.93421936,7.742420605,1.044457316
P63_1,AFLP,Lu_et_al,1,Clean_Soil_Air_Water,2014,Eastern_Asia,2012,12,Common,Emergent,20,Poaceae,Spartina,Spartina_alterniflora,Saltwater,9,900,Marine Neritic,Marine,21.519,North_tropical,109.361,0.324,6.924999714,0.326650963,28.53333282,23,88.5816803,2.285833339,22.79583359,17.10000038,307,26,137.5,25846.67359,2.888152088,Villages,clade20,308.1019536,11059.18071,2430.392706,573.4274292,20.95920753,22.19075712,0.902892232
P63_2,AFLP,Lu_et_al,2,Clean_Soil_Air_Water,2014,Eastern_Asia,2012,12,Common,Emergent,21,Poaceae,Spartina,Spartina_alterniflora,Saltwater,14.1,1401,Arable Land,Artificial,37.754,North_temper,119.097,0.28,9.133333206,0.246181488,25.38333321,0,89.94688416,1.130833318,13.02499962,-0.733333349,189,7,50.08333333,134166892,3107.288503,Barren lands,clade20,0.501811707,30.53501105,1126.228462,789.1494751,34.29059982,0.100000001,1.646482825
P63_3,AFLP,Lu_et_al,3,Clean_Soil_Air_Water,2014,Eastern_Asia,2012,12,Common,Emergent,20,Poaceae,Spartina,Spartina_alterniflora,Saltwater,14.1,1401,Arable Land,Artificial,39.214,North_temper,117.885,0.28,8.916666031,0.233420582,24.83333397,0,89.95996857,1.071666663,11.96666622,-2.299999952,197,4,48,170917.0779,1.20804516,Barren lands,clade20,36.82357416,15093.49441,990.4941105,774.4487305,44.48365784,13.39220093,1.935181022
P65_1,AFLP,Kwong_et_al,1,Biological_Control,2017,Global,2011,13,Common,Emergent,13,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,9,900,Marine Neritic,Marine,-35.014,South_temper,117.895,0.27,8.741666794,0.549790382,12.11666679,36,89.93737793,1.37833334,15.3791666,18.54999924,137,23,73.16666667,15977.55318,0.976464674,Urban,clade40,23.48794969,42066.98991,1338.213735,333.5606384,7.168647766,16.05178769,0.279898763
P65_2,AFLP,Kwong_et_al,2,Biological_Control,2017,Global,2011,13,Common,Emergent,6,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,-37.814,South_temper,144.976,0.33,9.266666412,0.461028175,16.43333435,37,88.73571777,1.169166674,15.05000019,19.75,69,44,55.66666667,1001743.198,78.44064394,Urban,clade40,0.926210602,376.7566223,745.2042033,412.8700256,21.52373505,15.06399981,1.075285792
P65_3,AFLP,Kwong_et_al,3,Biological_Control,2017,Global,2011,13,Common,Emergent,7,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,-35.968,South_temper,144.939,0.3,11.24166679,0.444334641,12.1833334,109,89.76316833,1.069999998,15.2541666,19.11666679,45,24,36.08333333,18256855.83,351.8052686,Rangelands,clade40,0.054883511,7.363593996,23.12008858,359.7635498,4.659613132,17.72231992,0.722875118
P65_4,AFLP,Kwong_et_al,4,Biological_Control,2017,Global,2011,13,Common,Emergent,7,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,-35.857,South_temper,145.007,0.29,11.0583334,0.438822746,10.09999943,110,89.56506348,1.070833335,15.36250019,19.21666718,45,24,36.16666667,9796768.75,351.609717,Woodlands,clade40,0.061323957,11.20640665,17.26318582,371.9629517,4.659613132,17.69208972,0.673631489
P65_5,AFLP,Kwong_et_al,5,Biological_Control,2017,Global,2011,13,Common,Emergent,16,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,4.4,404,Grassland-Temperate,Grassland,-35.883,South_temper,145.003,0.29,10.9416666,0.437666664,12.16666698,110,89.43218231,1.070833335,15.3125,19.14999962,45,24,36.25,9796768.75,351.609717,Woodlands,clade40,0.061323957,11.20640665,17.26318582,371.9629517,4.659613132,17.69208972,0.682294488
P65_6,AFLP,Kwong_et_al,6,Biological_Control,2017,Global,2011,13,Common,Emergent,6,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,-35.955,South_temper,144.951,0.25,11.00833321,0.440333328,12.19999981,100,89.69660187,1.071666668,15.26249981,19.10000038,44,24,35.66666667,18256855.83,351.8052686,Rangelands,clade40,0.054883511,7.363593996,23.12008858,359.7635498,4.659613132,17.72231992,0.716143489
P65_7,AFLP,Kwong_et_al,7,Biological_Control,2017,Global,2011,13,Common,Emergent,14,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,-36.106,South_temper,145.362,0.29,13.13333321,0.469047623,12.05000019,106,88.86132813,1.080833336,15.57499981,22.04999924,47,27,38,195267.8685,5.661910037,Croplands,clade40,2.062067717,1998.488271,47.91492367,490.10849,5.360338211,18.14045652,0.752980351
P65_8,AFLP,Kwong_et_al,8,Biological_Control,2017,Global,2011,13,Common,Emergent,7,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,-36.049,South_temper,146.188,0.25,12.36666679,0.451338196,9.600000381,133,89.52347565,1.066666668,15.41666698,19.70000076,60,30,46.16666667,21903481,350.4794032,Croplands,clade40,0.0279499,11.79442612,1.020112594,416.2718201,5.892391205,17.07555072,0.697297752
P65_9,AFLP,Kwong_et_al,9,Biological_Control,2017,Global,2011,13,Common,Emergent,12,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,-35.555,South_temper,145.03,0.26,13.32499981,0.467543869,12.65000057,95,89.61217499,1.076666673,16.10416603,20.21666718,42,23,34.75,43306.22668,0.344476664,Croplands,clade40,4.185074421,3685.275421,1442.313715,371.9629517,5.037670135,16.39166705,0.586687744
P65_10,AFLP,Kwong_et_al,10,Biological_Control,2017,Global,2011,13,Common,Emergent,16,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,-36.355,South_temper,145.402,0.26,12.55000019,0.46654274,9.850000381,112,89.52713776,1.075833335,15.28333378,19.26666641,59,29,45.91666667,10783309.42,203.7232208,Urban,clade40,0.23455344,74.24108887,23.14930105,490.10849,6.897941589,16.98409716,0.77828449
P65_11,AFLP,Kwong_et_al,11,Biological_Control,2017,Global,2011,13,Common,Emergent,5,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.2,1402,Pastureland,Artificial,-27.483,South_temper,152.903,0.26,10.59166622,0.504365082,23.95000076,74,89.79615784,1.645833323,19.5625,15.16666603,211,32,99.75,7585.064244,1.517805965,Woodlands,clade40,1.943160701,2983.879214,58.80146408,443.7188721,11.5066824,19.15292549,0.620973349
P65_12,AFLP,Kwong_et_al,12,Biological_Control,2017,Global,2011,13,Common,Emergent,16,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.2,1402,Pastureland,Artificial,-28.71,South_temper,153.487,0.29,10.40833378,0.505258904,22.20000076,41,89.79673004,1.709999979,19.34583282,15.21666718,236,55,146.1666667,46672.55567,10.3814534,Woodlands,clade40,0.49793357,477.7950643,3.262084921,474.4890747,9.934864998,19.08846982,0.45534724
P65_13,AFLP,Kwong_et_al,13,Biological_Control,2017,Global,2011,13,Common,Emergent,9,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,-26.479,South_temper,152.956,0.22,10.57499981,0.513349533,24.53333282,34,89.87110138,1.74666667,20.35416603,16.14999962,258,46,126.25,4236.416077,0.566937097,Woodlands,clade40,0.864219422,455.0981649,45.2755696,441.1264648,8.80140686,20.28148333,0.452640235
P65_14,AFLP,Kwong_et_al,14,Biological_Control,2017,Global,2011,13,Common,Emergent,6,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.2,1402,Pastureland,Artificial,-32.407,South_temper,152.2,0.33,10.3083334,0.497987099,22.45000076,7,89.80523682,1.492499987,18.0625,13.75,151,55,94.41666667,14829.89992,2.013317423,Woodlands,clade40,0.964664382,1783.22718,71.6223526,351.7957458,9.344532967,17.30916023,0.434216708
P65_15,AFLP,Kwong_et_al,15,Biological_Control,2017,Global,2011,13,Common,Emergent,5,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,-33.244,South_temper,151.49,0.27,9.008333206,0.461965828,22.20000076,34,89.75962067,1.48666665,17.76250076,13.44999981,149,65,104.8333333,33203.85598,0.916538564,Rangelands,clade40,45.66491749,8843.396721,687.9925734,338.5345154,22.75906181,17.4792881,0.677792251
P65_16,AFLP,Kwong_et_al,16,Biological_Control,2017,Global,2011,13,Common,Emergent,5,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,-34.74,South_temper,150.686,0.28,8.100000381,0.455056191,19.96666718,209,89.91969299,1.324166666,15.70833302,11.75,175,71,124.75,1784.958139,0.454014558,Woodlands,clade40,2.348781261,2782.410536,130.8931358,466.9497375,8.593539238,15.75406329,0.701454222
P65_17,AFLP,Kwong_et_al,17,Biological_Control,2017,Global,2011,13,Common,Emergent,7,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,-33.585,South_temper,150.723,0.3,13.23333359,0.525132294,22.16666603,18,89.79924011,1.342500001,17.34166718,12.66666698,108,37,69.91666667,573261.4141,41.81990608,Urban,clade40,1.153352472,344.8409386,911.6758321,362.2929993,24.99401855,17.84242185,0.867646217
P65_18,AFLP,Kwong_et_al,18,Biological_Control,2017,Global,2011,13,Common,Emergent,5,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,-33.792,South_temper,151.151,0.31,9.475000381,0.476130676,22.08333206,27,89.72690582,1.445833316,17.67916679,13.36666679,139,60,97.16666667,45790.25423,5.185880641,Urban,clade40,39.15357383,29898.09112,2109.34942,330.5209961,26.10245705,17.53779793,0.764735341
P65_19,AFLP,Kwong_et_al,19,Biological_Control,2017,Global,2011,13,Common,Emergent,7,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,-34.205,South_temper,150.573,0.32,10.88333321,0.496955833,20.13333321,295,89.77398682,1.24666667,15.5,11.0666666,122,40,78.75,4562.069895,0.399432045,Woodlands,clade40,41.80980587,34719.3758,62.89666384,325.569458,17.44374275,15.80990283,0.525073647
P65_20,AFLP,Kwong_et_al,20,Biological_Control,2017,Global,2011,13,Common,Emergent,15,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,4.4,404,Grassland-Temperate,Grassland,-33.318,South_temper,26.522,0.28,11.67499924,0.604922257,17.54999924,604,89.83677673,1.289166664,16.79583359,14,80,28,56.08333333,3993.352315,1.271092705,Villages,clade60,22.19361989,1480.870051,790.4686228,385.4073181,7.388782024,18.01632373,0.740084827
P65_21,AFLP,Kwong_et_al,21,Biological_Control,2017,Global,2011,13,Common,Emergent,7,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,2.2,202,Savanna-Moist,Savanna,-32.737,South_temper,27.298,0.33,10.36666679,0.58901516,19.48333359,560,89.61440277,1.314166665,17.34166718,14.60000038,90,19,58.5,2199520,0.60120748,Woodlands,clade40,0.336982885,148.5642821,73.89431381,516.9317627,11.25918484,17.98081398,0.620782018
P65_22,AFLP,Kwong_et_al,22,Biological_Control,2017,Global,2011,13,Common,Emergent,12,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,-29.836,South_temper,30.871,0.3,9.833333015,0.534420319,22.95000076,304,89.71773529,1.770833333,19.65833282,15.9333334,136,20,82.5,6933.886678,1.516888077,Urban,clade40,36.11256313,15632.58252,685.7105967,516.1322632,22.88979149,20.55095863,0.90036279
P65_23,AFLP,Kwong_et_al,23,Biological_Control,2017,Global,2011,13,Common,Emergent,10,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,4.7,407,Grassland-Subtropical/tropical high altitude,Grassland,-29.601,South_temper,30.409,0.34,13.21666718,0.54389576,22.56666756,627,89.89846802,1.548333312,18.43333244,13.60000038,132,12,66.66666667,6116.876953,1.033682148,Urban,clade40,57.8211476,38797.73307,608.8781408,478.0887451,17.74346161,18.04438718,1.143153906
P65_24,AFLP,Kwong_et_al,24,Biological_Control,2017,Global,2011,13,Common,Emergent,12,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,4.4,404,Grassland-Temperate,Grassland,-33.685,South_temper,19.984,0.29,12.32499981,0.515690384,11.28333282,533,89.67861176,1.106666654,16.63750076,20.5,47,16,29.66666667,2133.449595,1.546973298,Rangelands,clade40,0.204490039,198.357,90.78487714,383.1722412,6.844459534,15.50999387,0.243493125
P65_25,AFLP,Kwong_et_al,25,Biological_Control,2017,Global,2011,13,Common,Emergent,10,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.5,1405,Urban Areas,Artificial,-33.963,South_temper,18.926,0.29,10.83333302,0.518341332,11.78333282,276,79.32158661,1.288333347,16.20000076,20.41666603,131,23,71.08333333,7762.271952,5.806244767,Rangelands,clade40,2.746819556,1568.432007,82.50531069,360.8637085,18.49316978,16.85537402,0.679807723
P65_26,AFLP,Kwong_et_al,26,Biological_Control,2017,Global,2011,13,Common,Emergent,13,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,-33.7,South_temper,18.982,0.3,11.99166679,0.508121452,12.86666679,98,89.65021515,1.318333328,18.13750076,23.04999924,113,17,55.66666667,230670.2246,17.8333288,Urban,clade40,10.95016416,2725.036133,2245.961797,360.8637085,19.81324005,17.08189074,0.716512918
P65_27,AFLP,Kwong_et_al,27,Biological_Control,2017,Global,2011,13,Common,Emergent,21,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,3.4,304,Shrubland-Temperate,Shrubland,32.792,North_temper,-88.029,0.35,13.26666641,0.405708466,9.533333778,40,89.8615036,1.532499984,17.30833244,22.61666679,161,84,116.0833333,149656.1109,3.281954159,Woodlands,clade40,37.61514244,18614.88794,552.5573241,644.1246338,7.20047617,18.49193505,0.420981079
P65_28,AFLP,Kwong_et_al,28,Biological_Control,2017,Global,2011,13,Common,Emergent,6,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.3,1403,Plantations,Artificial,30.942,North_temper,-88.024,0.28,12.5583334,0.425706215,26.96666718,15,89.49463654,1.711666674,19.15416718,19.79999924,179,82,137.6666667,12909.39584,0.365498389,Woodlands,clade40,9.884493748,726.696991,446.5573578,419.6344604,9.12806797,20.41146787,0.564157069
P65_29,AFLP,Kwong_et_al,29,Biological_Control,2017,Global,2011,13,Common,Emergent,18,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,3.4,304,Shrubland-Temperate,Shrubland,34.367,North_temper,-86.225,0.25,12.69999981,0.38484848,7.166666985,215,89.80158997,1.38666668,15.57499981,21.28333282,161,78,116.5833333,54860856,814.1970317,Woodlands,clade20,0.021348304,5.215397259,45.83747737,481.3633728,15.15390015,16.93397705,0.845694482
P65_30,AFLP,Kwong_et_al,30,Biological_Control,2017,Global,2011,13,Common,Emergent,13,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,33.437,North_temper,-87.38,0.29,13.35833359,0.402359428,8.516667366,80,89.22237396,1.479999999,16.57083321,22.10000038,166,90,121.9166667,122215.0252,2.843843756,Woodlands,clade40,9.486661752,1225.86247,219.7962672,440.8218994,10.99859715,17.74724257,0.777525485
P65_31,AFLP,Kwong_et_al,31,Biological_Control,2017,Global,2011,13,Common,Emergent,16,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.3,1403,Plantations,Artificial,33.564,North_temper,-91.384,0.21,12.3083334,0.368512955,8.316666603,43,89.60418701,1.523333326,17.38750076,22.93333244,142,73,111.8333333,84124.54183,0.821347688,Croplands,clade20,58.93013948,15854.19538,2903.693499,677.7798462,7.14330864,18.17555678,0.679002166
P65_32,AFLP,Kwong_et_al,32,Biological_Control,2017,Global,2011,13,Common,Emergent,10,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.3,1403,Plantations,Artificial,34.252,North_temper,-91.983,0.28,11.65000057,0.342647095,17.54999924,61,89.63414001,1.460833331,17.42499924,26.56666565,135,82,109.5833333,40373090.17,1121.018158,Croplands,clade20,0.143922929,18.04062053,122.7538274,675.0405273,9.902008057,19.42792932,0.732467949
P65_33,AFLP,Kwong_et_al,33,Biological_Control,2017,Global,2011,13,Common,Emergent,9,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,3.4,304,Shrubland-Temperate,Shrubland,34.049,North_temper,-91.642,0.25,12.11666679,0.356372528,17.21666718,54,89.73649597,1.479999994,17.10000038,26.14999962,136,76,109.8333333,331310.2836,4.773250917,Croplands,clade20,44.47028087,11709.94904,5285.468992,675.0405273,9.519690514,17.96820509,0.678887367
P65_34,AFLP,Kwong_et_al,34,Biological_Control,2017,Global,2011,13,Common,Emergent,4,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,34.847,North_temper,-92.464,0.28,12.59999943,0.36,16.36666679,106,89.65576935,1.397500003,16.31666565,25.63333321,135,79,107.3333333,122716740.7,1063.983988,Croplands,clade20,0.003053098,0.633138222,12.97883073,582.7261963,9.339347839,18.38126806,0.613278866
P65_35,AFLP,Kwong_et_al,35,Biological_Control,2017,Global,2011,13,Common,Emergent,20,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,32.72,North_temper,-94.116,0.31,12.07499981,0.372685204,21.66666603,59,89.44062042,1.581666673,17.75416565,26.43333244,120,71,102.8333333,2132275.416,14.97627577,Croplands,clade20,2.019055986,381.6234142,103.3412952,468.1001587,8.875356674,19.25208469,0.592941582
P65_36,AFLP,Kwong_et_al,36,Biological_Control,2017,Global,2011,13,Common,Emergent,18,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.3,1403,Plantations,Artificial,31.955,North_temper,-81.32,0.24,11.625,0.39948452,26.96666718,9,89.82291412,1.70083334,19.27083397,15.63333321,175,61,104.3333333,5123396.354,52.52213859,Dense settlements,clade20,1.060255979,70.97922468,167.8205477,315.0519409,11.79990864,21.39728737,0.788481116
P65_37,AFLP,Kwong_et_al,37,Biological_Control,2017,Global,2011,13,Common,Emergent,14,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,33.125,North_temper,-91.003,0.24,11.79166698,0.367341652,18,33,89.78396606,1.563333323,17.79583359,23.25,148,70,114.8333333,174139.1343,1.471196558,Croplands,clade20,2.570508393,602.4286385,1885.041681,636.5009766,7.633178234,18.42568648,0.670162499
P65_38,AFLP,Kwong_et_al,38,Biological_Control,2017,Global,2011,13,Common,Emergent,19,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,32.479,North_temper,-91.062,0.28,11.92500019,0.376182976,9.850000381,33,89.90210724,1.605000019,17.87916756,23.38333321,159,78,118.9166667,453156421.3,20964.56152,Croplands,clade20,0.017006173,0.55182392,134.6914069,715.3196411,6.448923588,17.89304785,0.770135045
P65_39,AFLP,Kwong_et_al,39,Biological_Control,2017,Global,2011,13,Common,Emergent,19,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,32.149,North_temper,-91.705,0.28,12.28333282,0.385057488,18.33333397,25,89.63518524,1.634166693,18.32500076,26.68333244,149,80,118.6666667,66634.7286,1.007302137,Croplands,clade20,42.08021964,13626.09244,1667.757593,695.5916748,7.132713318,19.23009932,0.557349086
P65_40,AFLP,Kwong_et_al,40,Biological_Control,2017,Global,2011,13,Common,Emergent,8,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.3,1403,Plantations,Artificial,32.458,North_temper,-92.203,0.3,12.4416666,0.387590866,17.98333359,33,89.71529388,1.61166668,17.98749924,26.41666603,142,79,114.3333333,16310.48071,0.719322189,Dense settlements,clade20,34.14226672,1993.179777,1168.136756,610.3945923,9.93447876,19.52121921,0.669273436
P65_41,AFLP,Kwong_et_al,41,Biological_Control,2017,Global,2011,13,Common,Emergent,9,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,1.4,104,Forest-Temperate,Forest,32.556,North_temper,-92.075,0.3,12.57499981,0.385736198,18.36666679,26,89.80132294,1.607500017,18.30416679,26.83333397,142,76,111.9166667,2222608.676,1.755336401,Urban,clade20,1.528679822,330.4039695,1474.278114,547.1707764,10.86309814,18.48686914,0.6787166
P65_42,AFLP,Kwong_et_al,42,Biological_Control,2017,Global,2011,13,Common,Emergent,8,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.3,1403,Plantations,Artificial,32.604,North_temper,-92.049,0.23,12.39999962,0.383900948,17.85000038,28,89.82891846,1.602500002,17.86666679,26.39999962,142,77,112.6666667,2133251.091,1.755336401,Croplands,clade20,2.471071853,703.3811462,1989.418826,547.1707764,10.36759853,18.50122257,0.680947363
P65_43,AFLP,Kwong_et_al,43,Biological_Control,2017,Global,2011,13,Common,Emergent,14,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,14.1,1401,Arable Land,Artificial,34.643,North_temper,-89.971,0.26,11.97499943,0.353244858,16.08333397,75,87.882164,1.437500005,16.15416718,21.91666794,143,78,115.5833333,188523.1127,3.037591569,Dense settlements,clade20,12.33766316,1936.031334,393.2748524,481.96698,7.984306335,17.61598643,0.790956795
P65_44,AFLP,Kwong_et_al,44,Biological_Control,2017,Global,2011,13,Common,Emergent,14,Alismataceae,Sagittaria,Sagittaria_platyphylla,Freshwater,5,500,Wetlands (inland),Wetlands,33.422,North_temper,-90.905,0.2,11.65833378,0.355436974,17.61666679,37,89.82888031,1.537499989,17.52083397,23.18333244,151,67,116.25,827178.453,7.355439546,Croplands,clade20,38.35398755,4153.536767,9870.714777,664.1689453,8.955588341,18.09168426,0.629679739
